US	52019201	R1I8G5ZAGSY9HW	0140014454	445043218	Under the Net	Books	5	0	0	N	Y	I love this book	This is my third time reading it. I love this book.	2015-08-18
US	26259988	R3VFGLOBA93KBG	0140014454	445043218	Under the Net	Books	4	0	0	N	Y	Iris Murdoch's first novel	The ideal gift for my wife who has recently discovered the achievements of Iris Murdoch.	2015-03-24
US	23421970	RXM2CQH6049LQ	0140014454	445043218	Under the Net	Books	3	0	2	N	N	Great character portraits with nothing else at all	I am giving this 3 stars simply because I think it would be presumptuous to give a classic fewer stars than that.  This debut novel by Murdoch from the 1950s was on some list I saw of the best novels of the 20th century.  I guess that shows how bad the novels from that time period were.  This is a novel about nothing, and I didn’t like the characters, either.  What is the deal with this book?  I do think the portraits of people that Murdoch has her principal character, Jake Donaghue, draw are poetic and interesting.  Otherwise, this book is a big fat goose egg.  The closest comparison I can make is to Lucky Jim by Kingsley Amis – another book that has proponents, but which I hate.  Quotes (all from the first couple of chapters, when I still found this a bit interesting):<br /><br /> “Subtle people, like myself, can see too much ever to give a straight answer.”<br /><br /> Jake hears a random person shout this at a (tight-lipped) peripheral character:  “You are pathologically discreet!”<br /><br /> A character once said to Jake “that to find a person inexhaustible is simply the definition of love.”<br /><br /> I thought Anna was going to be a principal character, but no, she wasn’t.  I liked Jake’s description of her, though, including that “her private life must be an almost full-time activity.  This has the sad result too that her existence is one long act of disloyalty; and when I knew her she was constantly involved in secrecy and lying in order to conceal from each of her friends the fact that she was so closely bound to all the others.”  Jake also says that Anna’s “emotional promiscuity” never turned him against her.	2015-01-18
US	40693584	R188OKRNVME9I5	0140014454	445043218	Under the Net	Books	1	1	2	N	Y	Let me say that Under the Net is a very fine book and for sure check it out	I got this as a gift for someone. Let me say that Under the Net is a very fine book and for sure check it out. But the print job stinks. Come on Penguin, this is sweatshop printing. Cheap Cheap Cheap! I have a new paperback of another penguin book, The Secret Life of Bees which is a very good print job. So Penguin why is this one so terrible? Why cram so much in, so you can save a few cents? Better pages, better print please.	2015-01-14
US	15961227	R1RBPIYIA5YBIG	0140014454	445043218	Under the Net	Books	2	2	4	N	Y	not what I expected	It's okay, but not what I expected--based on description and reviews. The writing is a little stilted and I have yet to find any of the humor others mentioned. I read a lot of English suspense writers, like P.D.James, Elizabeth George, etc. Murdoch just doesn't measure up. The story and the characters seem remote and shallow, so it's hard to immerse yourself in the book. I may not finish it, since I seem to avoid sitting down to continue reading. Being an avid reader or many genres--especially mysteries and other types of English novels (Kate Morrison; Kate Adkins)--this is unusual for me. Sadly, I purchased 3 Murdoch books, which now will probably be give-aways.	2014-11-05
US	44555031	RNHPN9N872JB1	0140014454	445043218	Under the Net	Books	4	1	1	N	N	Funny and clever.	I first read this book as a young girl and do remember being unimpressed. A few decades later with maturity and more worldly wisdom under my belt (and many books) I have to say I so enjoyed revisiting this gem of a novel by Irish writer Iris Murdoch.<br />Firstly it is very humorous. I especially loved the part where Jake is caught eavesdropping by the nosy neighbours and his role as a lowly orderly in a London hospital had me laughing out loud.<br />Murdoch has an acute eye for the ridiculous and at the same time her background in philosophy sheds some interesting food for thought.<br />I would recommend this lovely book to my mature friends who need a breath of fresh air in their lives.	2014-10-03
US	14756015	R19MQTTPYER11J	0140014454	445043218	Under the Net	Books	3	0	1	N	N	It's supposed to be like new and there's a lot of writing inside the ...	It's supposed to be like new and there's a lot of writing inside the book, some of the corners are worn and there's a lot of marks on the front cover. Definitely not like new.	2014-08-24
US	23126283	RQLGK6MWTJY5M	0140014454	445043218	Under the Net	Books	5	2	2	N	N	Hilarious, whimsical, yet at times, profound	&#34;Under the Net&#34; reads almost like a Choose Your Own Adventure story.  The plot involves Jake, a moderately successful writer, who gets kicked out of his friend's apartment where he has been crashing for months.  In his attempt to find a new place at which to crash, he comes across all manner of characters- intellectuals, ex-lovers, movie stars, revolutionaries- and finds himself involved in a series of events that may or may not be as intriguing he imagines.<br />  The book is laugh out loud funny at times, thought provoking at others, and at no point is the action predictable or boring.  Simply put, it is a highly engaging novel that is hard to put down.	2014-08-05
US	39473397	R340RZOXNB1CTG	0140014454	445043218	Under the Net	Books	5	0	0	N	Y	Five Stars	Good read, fair price!	2014-07-30
US	25404465	R13FCGFIIZQ0AA	0140014454	445043218	Under the Net	Books	5	1	1	N	N	Superb tune-up for the later novels.	Iris Murdoch took a leaf out of Beckett's early 1st novel,Murphy,in having a peripatetic narrator,who moves around London,in a series of picaresque adventures of a ne'er-do-well kind,the tone bohemian/offbeat,and both narrators have jobs at some stage in hospitals.Her very 1st published book,Sartre:Romantic Rationalist,had given her ideas of existentialism and contingency, Jake  `goes with the flow',but all reality is not constant or unchanging,as Jake searches for the truth,stability,love,the uncontingent. Both Beckett,who moved to France, stopped writing in English,wrote then in French,to strip away the phenomenal traps of language;and Murdoch,through Hugo,the philosopher/film-maker,moves away from theory and generality,in the move towards truth and the particularity of the individual situation itself,for Jake to escape the net of language,to crawl under the net,to live with it and to see behind it. Hugo's ideal is silence.<br /><br />Jake is tossed out of Madge's flat at the beginning and has to look up old flames and acquaintances with his sidekick,Finn.He finds Anna Quentin,who puts him on to her sister Sadie.Jake,being a writer-hack,translating the works of a French writer.He also through his friend Hugo Belfounder,explores truth through forms of dialogue with each other,how language(through his book The Silencer) traps us in its conceptual nets.Murdoch shows how through the  miraculous vitality of life-a series of hapless adventures or episodes in which the hero is constantly side -tracked and hilariously thwarted from pursuing his ends,followed by periods of reflection on those actions and drinking-we drive onwards.The relationship between appearance and reality,the search for truth and the desire to know if one can ever truly know another person,is a central theme.Jake Donague's aim is to become a writer,who will write this book.<br /><br />Through a process of his relations with other characters we come to know Jake.His interpretations of events and the people around him is always wrong,but they are presented to us as if they are right.Murdoch depicts the vulnerabilities of  the human being,who is not immune to the contingencies of the world.We move throughindividual desires,intentions and minds.A woman Jake is in love with says:\\"Only very simple things can be said without falsehood,and the simple things are the quotidian.\\" Jake's frantic odyssey catapults him all over London and back to Paris,before restoring him at the end of the book to the bosom of Mrs Tinckham,much the wiser for his adventures,ready to pen this novel we've been reading.We've travelled through an erotic comedy of errors,swims in the midinight Thames,broken into flats,survived revolts in film studios,escaped from hospitals,kidnapped a dog in a cage.Murdoch's genius is to present the solution to these existentialist dilemmas on the surface of the book through the hilarious forms of ludic absurdity.How fiction is a a reflection of reality,by removing veils of illusion,the artist searches for truth throughthe medium of language,Jake can grow into someone who can produce real art,have real relationships,be moral with words.	2014-06-14
US	6938793	R1TUGQ4T5PZBUS	0140014454	445043218	Under the Net	Books	3	0	1	N	N	Ugh this book was so blah for me	2.5<br />It wasn’t the writing because I liked Murdoch’s style, that British eloquence ‘n all. But what the hell was this bumbling, jumble of a story? I don’t mind reading about a lazy bum who will never live up to his potential, but the humor was at like a 5, and it needed to be a 10… on my arbitrary scale of funniness. I was flat out bored for stretches of time. Murdoch seemed to be stalling the plot until the last 20 pages when the banal “twist” comes out. I didn’t miss the philosophical points about the difference between how people seem and how they actually are, thinking of someone as an idea rather than a person, yadda yadda yadda, but the intelligence of this was mixed up with a bunch of shenanigans. The bar crawl and night swim in the Thames, and actually that scene when he’s eavesdropping out on a fire escape and the neighbors across the way start harassing him, thinking he broke out of an insane asylum, those were entertaining little episodes. Everything else has kind of blurred together into mushy nothingness.	2014-05-19
