US	35686260	R196FCTXTI1MBD	0679732268	161451712	Light in August	Books	4	0	1	N	Y	one of the brilliant things about this book is the language employed and ...	one of the brilliant things about this book is the language employed and the layered, recurring viewpoints offered to various unfolding events.	2015-08-11
US	42932261	R34SOCAYXN2S8	0679732268	161451712	Light in August	Books	5	0	1	N	Y	Five Stars	Good book	2015-07-27
US	28541095	R2VRTDT2X237I6	0679732268	161451712	Light in August	Books	2	0	2	N	Y	Two Stars	boring as hell	2015-07-24
US	3914280	R3BHE39ELHY3VC	0679732268	161451712	Light in August	Books	5	0	2	N	Y	Five Stars	Best Falukner book that I've read!!	2015-07-11
US	8625916	R3TCP3RBKBLD7Z	0679732268	161451712	Light in August	Books	4	1	1	N	N	Poignant Depiction of the South	Mr. Faulkner has always had the ability to capture my attention. This novel starts out with a single character along a dirt road (as it perhaps may end too), but at once the reader is taken in by her (Lena's) slow amble and her thoughts about shoes. His characters are always alive and filled with personality; Lena is a white woman looking for her gone lover. As the story continues we are introduced to Bryon Bunch, Joe Christmas and Joes Brown. These characters all circle each other in relationship and plot. At first Christmas is seems haughty and distant, but as we dive into his past we see that he suffered and this has turned him against those nearest him. As the novel progresses, Faulkner turns the novel in a direction well-suited to its environment. Once again the reader sees a world of prejudice and hate. And with this turn comes another character, an old priest named Hightower. He sits by his window at night and looks out into God's world. What is so wonderful about Faulkner is that he connects everything, characters, places, even past novels, to his current story. At times his prose is lovely; particularly when he runs into the steam-of-consciousness (that, I think, is where he shows off exceedingly well). But this tale is not all about abandoned love and racial-dislike, it is really about the effects people can have on others, especially as they grow-up. Although the ending is a bit weak, most of Light in August is emotionally packed and entertaining.	2015-07-09
US	29494116	R350UXYZOC88MR	0679732268	161451712	Light in August	Books	4	0	0	N	Y	Add to your list of reading.	You need concentrated reading, as the sentences are long, connected and have lot of words with which I am not familiar.  How's that for a poorly formed sentence???	2015-05-07
US	52988980	R1CSFAHNKWI3OT	0679732268	161451712	Light in August	Books	2	1	3	N	Y	Like a B movie	Light in August is my third Faulkner novel, and I still don’t see why he’s so highly rated.  He reuses the same plot devices, like “will the pregnant girl find a husband (or an abortion) before it’s too late?”  That’s an easy way to generate suspense.  Or, after a long and implausible digression, we discover that so-and-so is really so-and-so’s father – and one-sixteenth Negro!<br /><br />On the plus side, Faulkner deserves credit for creating his imaginary territory, with its families and their histories.  I did notice at least one callback to so-and-so’s father having killed that other guy in the other novel.  You can see that I wasn’t interested enough to remember the names, or how to spell Yoknapatawpha.<br /><br />Maybe, back when the plot devices were fresh, and The South was a thing, people would read Faulkner as some kind of ethnography.  If that’s what you’re into, you might want to check out Tennessee Williams.	2015-03-30
US	36170865	RJQ1ROXQ2JZN1	0679732268	161451712	Light in August	Books	4	0	1	N	Y	Don't be turned off because it's Faulkner	Don't get turned off this book if you have an aversion to Faulkner, like I do.  It's not an easy read, but it's not extremely difficult, either. , and it's well worth it.  Give yourself plenty of time, though.  It's &#34;deep&#34; for lack of a better word, and not something you can plow through.	2015-03-04
US	41865483	R1JB4KALSU9N9R	0679732268	161451712	Light in August	Books	1	2	13	N	N	Faulkner is the "Emperor in New Clothes" :  insubstantial and trivial.	One of the more poorly organized stories I've read.  Yes, I hear that many consider Faulkner &#34;great and insightful&#34; but I offer another interpretation and that is  &#34;Light in August&#34; is akin to the Emperor's New Clothes.	2015-03-01
US	20670566	R1ZZYV0X0KS4ZB	0679732268	161451712	Light in August	Books	5	0	5	N	Y	Five Stars	School book....	2015-02-23
