US	11339176	R94EXI7JXMUMH	0385475721	850910906	The Blind Assassin	Books	5	0	1	N	Y	Five Stars	good story telling.  good writing.	2015-02-01
US	50303615	R35PEW6J1U9EXX	0385475721	850910906	The Blind Assassin	Books	5	0	0	N	Y	A tale worth persuing.	Margaret Atwood has created another complex but brilliant tale in The Blind Assassin. I read this book a few years ago and the tale still lingers. I purchased this copy for my niece, who loves magical tales. The book is somewhat difficult at the start, as there are multiple story lines. However, the tale is worth pursuing. A well written book that is not soon forgotten.	2015-01-04
US	34189878	RD4V76BXML1A0	0864924011	850910906	The Blind Assassin	Books	4	0	0	N	Y	the story itself is great.	Read the book.  do not listen to this cd as it is an actors in a radio type format.<br />the story itself is great.	2014-10-28
US	52964709	REH5R09KC7O0W	0385475721	850910906	The Blind Assassin	Books	5	1	1	N	N	A Masterpiece of Storytelling.	Atwood, Margaret.  The Blind Assassin.<br />Prepare yourself for 4 novels in one: the novel Atwood writes, the memoir the character Iris Chase writes, the roman a clef her sister has written, and the science fiction stories told by the male character.  As she approaches her death, Iris Chase looks back at her life lived in the shadow of her famous sister.  But her memoirs are a bold deception. Atwood's story can hardly be called a mystery novel, but a very real mystery develops regarding the real identity of the characters in her sister's posthumous novel.  Atwood doesn't make it easy for the reader to get into this book, but it is a masterpiece of storytelling, and the difficult early chapters hold all the answers.  A brilliant book, perfect for discussion groups.	2014-08-11
US	15083482	R1TW2YHPXMRM5S	B0084I9Q3M	850910906	The Blind Assassin	Books	5	1	1	N	N	and the fiction of the blind assassin all end up coming together with amazing power. Stick with this	I was not sure about this for the first 25 pages.  I had trouble keeping track of the interweaving of stories:  Iris's story from her childhood viewpoint, from her viewpoint as an old woman, the secret story, the newspaper record for background, and the fiction of the blind assassin all end up coming together with amazing power.  Stick with this, Atwood is amazing.	2014-07-14
US	14416447	R3J9RVHYN08OSY	0385475721	850910906	The Blind Assassin	Books	4	0	0	N	N	The Blind Assassin	Now that I have finished reading The Blind Assassin, I can now understand the novel's front artwork. I will admit it, the artwork had me puzzled at first because wasn't this novel supposed to be a story within a story within a story all surrounding the 1920's-1950's and beyond with a cameo appearance of the Science Fiction genre? What an odd choice but it all makes sense now. Tucked inside toward the end of this novel there is a passage concerning the narrator and her wish to stare at herself in the mirror and try to see how others perceive her. This passage continues and finally describes a woman looking over her shoulder. When I closed The Blind Assassin in the late hours of the morning, I could not help but think of that passage, the woman on the cover and the connection to make your own opinion about appearances.<br /><br />Certainly The Blind Assassin could be studied and debated in many different ways. Was this a book about sisters and a unique bond that could be forged from tragedy and tradition? Was this a story of evolution but inevitable demise of one's life because of unsaid words (or forced words?) Or was this just a recollection of painful memories set to the backdrop of a hodgepodge of literary genres that seamlessly branched from one story into several? The Blind Assassin may be all of these; it is all how the reader wishes to perceive the narrator. But at the end all the narrator asks is for a listener and I hope any potential reader who has the patience is ready to read something I can only describe and leaves the impression as being truly unique.<br /><br />In the end, The Blind Assassin certainly stands out as something unique. The writing was beautiful and captured this reader right from &#34;Ten days after the war ended, my sister Laura drove a car off a bridge.&#34; After stating this, the story spread out and split from one story into several and dropped this reviewer into so many worlds and brought so many entities to life. The application of similes could be seen as Ms. Atwood's signature, there are so many carefully crafted descriptions and comparisons that just added an authentic vintage flare to the story. The only negative I can report are at times the wanderings of the narrator's mind and her personal &#34;walks&#34; seemed endless. Still The Blind Assassin is worth reading and should find its way on the shelves of the collectors of unique reads or those who are curious to read something that cannot be narrowed down to one classification.<br /><br />Reviewed in November 2013, review written November 2013/ copy of THE BLIND ASSASSIN borrowed from local libraryen as Ms. Atwood's signature, there are so many carefully crafted descriptions and comparisons that just added an authentic vintage flare to the story. The only negative I can report are at times the wanderings of the narrator's mind and her personal &#34;walks&#34; seemed endless. Still The Blind Assassin is worth reading and should find its way on the shelves of the collectors of unique reads or those who are curious to read something that cannot be narrowed down to one classification.  Reviewed in November 2013, review written November 2013/ copy of THE BLIND ASSASSIN borrowed from local library	2013-11-24
US	52302145	R1QNF3M3OJCOXB	0739323695	850910906	The Blind Assassin	Books	5	0	0	N	N	Don't read this book. Listen to it	Margot Dionne does an exemplary job of reading the audio version of this book. Her artistry superbly compliments the originality and genius of the author.	2013-11-01
US	18802915	R2D9XTP84JTTYB	0385475721	850910906	The Blind Assassin	Books	4	1	1	N	Y	A shot in the arm.	A fascinating book and it is not difficult to see why Atwood was awarded the Booker Prize for The Blind Assassin. I look forward to reading it again although not just yet. A story creeping like a spider: spinning an eerie web with an intricately woven twist like a quadruple helix: on many levels and throughout the book. It shows the imagination and versatility of the writer. Atwood's ability to mix it up: soothing, serene and then swoosh from the turmoil and once again she poetically draws you back to the ebb and flow of the main theme. Leaving you to question what is the main theme in this parallel, parallel universe of a story.<br /><br />I like Iris - I think she's a gutsy although sad character. That is Iris as Atwood wished to portray her. Iris's concept of revenge, a dish best served cold, is indeed cold comfort for all, I believe. Reading some reviews - it's as though the same book has not been read... perception. I have taken on board the recommendations given for Atwood's other books.<br /><br />I bought this second hand as a paperback at a curiosity shop for $1 (bargain!) and I bought the Kindle version from Amazon. I love both versions of the book.	2013-05-01
US	48283957	R26HHS3GOHDYDX	0385475721	850910906	The Blind Assassin	Books	5	0	0	N	N	Thank goodness	Loved this book and was so glad it wasn't \\"science fiction-ish.\\" Atwood can be hard to read but this story was gripping.	2013-01-19
US	16934787	R140X88JJ0QNX8	1860498809	850910906	The Blind Assassin	Books	3	2	2	N	N	Decent, But Badly Needs Editing	Since this book has received so many reviews, I'm not going to summarize it, but provide my pros and cons:  Pros:  It's a good story concept, and most of the characters are well developed.  Atwood provides a solid ending.    Cons:  The book is simply too long for the content.  The same story could easily have been told in 300+ pages rather than 500+ pages.  Atwood's prose reminds me of Kazuo Ishiguro, but Atwood lacks Ishiguro's ability to keep a tight narrative.  In a more compelling story, like The Handmaid's Tale, one can overlook Atwood's trouble with pacing, but the story here is weaker and the narrative plods along.  I felt that this book really needed more scrutiny in the editing process.  The \\"three stories in one\\" construction doesn't work that well, either.  After the first 150 pages, two of the stories are relegated to afterthoughts, and one of the stories is jettisoned altogether about 3/4 of the way through the book.  This plot device didn't really add much to the story, except to break up the monotony.  I found the ending was fairly predictable.  Most readers should guess it, despite the many layers Atwood adds, far before the end is reached.  Atwood has a thing for sentence fragments.  If that doesn't bother you, no problem.  If it does, you may find this tendency irritating.  All in all, The Blind Assasin is a decent, if flawed, work saved by concept and characterization.  However, the glacial pacing keeps me from recommending it too highly.	2010-04-05
