marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,37323095,R2PA56838RXGXD,0679454519,709978746,"The Sportswriter",Books,5,0,0,N,Y,"Good writing; well written book; a joy to read","Richard Ford is a great writer; the prose pulls you in and keeps you wanting more; reminds me of John Updike's Rabbit.",2013-11-20
US,35544497,R3V7J2X8PLMYEB,0679454519,709978746,"The Sportswriter",Books,5,1,1,N,Y,"Another Richard Ford at his best","I began the Frank Bascombe trilogy in the middle with &#34;Independence Day&#34; and went on to &#34;Lay of the Land&#34; from there. So it is only fitting to now experience Frank's early years in this artfully wrapped hardcover &#34;The Sportswriter.&#34; Richard Ford is one of the finest authors of modern day fiction. As I travel with Frank Bascombe once again, I can only hope Ford will continue the adventure in a fourth novel.",2013-06-17
US,10074755,R371LD6RW6X6Z9,0394743253,709978746,"The Sportswriter",Books,3,1,1,N,N,"Why is this So Revered?","I've had several people tell me how much they loved this book so I finally gave it a shot a while back.  The writing is certainly good and Ford knows how to make believable characters, but where is the real source of interest in the story?  Maybe I'm just not the kind of reader who goes for novels that are entirely character-based.  I do like a good story with some surprises to keep me interested and this book just started to bore me about halfway through.",2011-11-12
US,51247215,RFQK7MV8D4W0W,0394743253,709978746,"The Sportswriter",Books,5,2,4,N,N,"Totally fine","This book was a joy to read - and to begin the journey of Frank Bascombe as Ford travels through his life here and in the other two Frank Bascombe novels I will read next.  Ford is an extraordinary author, because as he tell of the lives of his characters, he's also telling our own in a way that makes us understand ourselves better.  Who can't use more of that?",2006-12-31
US,50395866,RS1ZSQHXPWRZ4,0394743253,709978746,"The Sportswriter",Books,1,2,17,N,N,"This Book Sucks","This book sucks.   [...] Ford has a formidable talent for using a lot of words to say little.  I would have liked, at least, to learn a little bit about the world of sportswriting, and even in that I was disappointed.",2004-06-17
US,51208483,RK0EYZEWCJO8U,0679454519,709978746,"The Sportswriter",Books,3,3,4,N,N,"Frank Bascomb: Old School Everyman","I finished THE SPORTSWRITER in under a week, so the author must be doing something right.  All the way through, though, I could feel ambition and Big Ideas squirming under the story's surface.  I could almost smell Ford's sweat as he plotted parallels to great American classics like Walker Percy's THE MOVIEGOER (bemused Everyman stumbles on a kind of resigned grace) and even to Ralph Ellison's INVISIBLE MAN.  The last parallel (if intended) is especially specious, given that the underlying theme of THE SPORTSWRITER is: It's a hard row to hoe, being an upper-middle-class suburban white male these days.  I like that the character of Frank Bascomb is so unfabulous, and that he (and the book) explore the beauty and the limitations of middle ground (aka mediocrity).  But Frank is such a narrow person--thinking homosexuality a tragic mistake; obsessed with women but never allowing them their full humanity or a place in the larger world; calling Blacks \\""coloreds \\"" and Pole \\""Polacks\\""--that the reader keeps expecting the author to lead his character towards some major comeuppance.  But ole Frank gets off easy, and even gets the male mid-life crisis rewards of a fresh young woman, a bachelor pad in Florida, and an acceptance of his lot that looks suspiciously like resignation. That said, I would still recommend The SPORTSWRITER to certain people, for its occasional wisdom, but with this caveat: read it as you would a book from a less-enlightened time, when the author doesn't seem to know any better than to value only his own narrow ilk.  Far-reaching it ain't.  This type of old-school Everyman doesn't stand for much anymore, if he ever did.  But that the book is considered a new American classic tells us that the influential critics still think he does.",2001-02-01
US,52672134,RCH38L1QJQSIK,0679454519,709978746,"The Sportswriter",Books,1,12,18,N,N,"Bleak, bleak, all is bleak.  And boring, too.","Richard Ford is a classic example of a writer who is writes for reviewers and award panels, not readers.  His book is a self-conscious literary exercise featuring a whiny lead character who cannot find any significant  meaning in his life, has no friends, and makes no commitments.  But for  some strange reason he does not simply commit suicide.  Of course, it is  easy (and likely to get you literary awards) to write about despair,  confusion and nihilism.  Literary critics like that kind of thing.  For a  book to be critically praised, it must feature ambiguity, irony, and a  certain self-conscious narrowness of the imagination.  Maybe it makes them  feel somehow superior.  Maybe it provides a temporary relief from the  loathing they feel about themselves and their society, their inability to  create anything of lasting merit.<br />Richard Ford succeeds at writing this  type of book.  But he writes it in a derivative connect-the-dots style.   It's been done many times in the past 50 years.  And been done better than  this. <br />The far more difficult, and far less trendy, thing is write about  how to get into the future, how to create values that will allow man to  find meaning in his life and evolve into a higher form of being.  But  Richard Ford does not attempt this.  The writing in The Sportswriter is  technically adequate, but morally quite played out.  Don't waste your time.",1999-01-16
US,52713502,R10LZOR28X76ZL,0679454519,709978746,"The Sportswriter",Books,2,2,2,N,N,"an often painfully over-written novel","The portrait of Mr. Bascombe, the sportswriter, and the loss of his child  might be easier to empathize with if the author refrained from overwrought  lines like, &quot;...feeling abstracted and empty in the lemony vapor of  suburban eventide.&quot; Who writes like this? High schoolers abusing a  page with poetry, in their bedrooms, at 1:00 am, by scented candlelight...  and Richard Ford.",1998-10-12
US,52903036,R3V5ADHJOI9Y79,0679454519,709978746,"The Sportswriter",Books,5,0,0,N,N,"A complex and deeply felt evocation of middle-age.","This novel's psychological accuracy and subtlety lured me into devastating sympathy with the novel's crumbling protagonist.  I think it is much better than Ford's Pulitzer Prize-winning Independence Day.",1998-07-12
US,489097,R3E5NP8BI645BI,B0081V49FW,709978746,"The Sportswriter",Digital_Ebook_Purchase,3,0,0,N,Y,"Well written with wry humour and great characters but the plot was minimal and I found ...","Well written with wry humour and great characters but the plot was minimal and I found it hard to maintain my interest",2015-03-02
US,6392842,R222KC9HIKZ7CP,B0081V49FW,709978746,"The Sportswriter",Digital_Ebook_Purchase,4,0,1,N,Y,"Four Stars","Thoughtful, reflective, reminds me of Wallace Stegner.  I plan to read more",2014-11-22
US,9400219,R36TW1T8PUZQTK,B0081V49FW,709978746,"The Sportswriter",Digital_Ebook_Purchase,3,0,2,N,Y,"The Sportswriter","Some deep questioning for all men, the best part is that the answers are very open ended. This is for men, not men interested in sport.",2014-05-05
