US,31920444,R3A225J1FC39I2,0449911659,437546793,Rabbit, Run,Books,5,0,0,N,N,"Fantastic!","This book should be mandatory reading for all men in their 20's",2015-07-22
US,17637506,R42SNEJWE90QR,0449911659,437546793,Rabbit, Run,Books,5,0,0,N,Y,"Good book! Had to write an 8 pg paper ...","Good book! Had to write an 8 pg paper on this and had no issues with content. Starts off long & drawn out but gets more concise at halfway mark. Won't be disappointed by time you're done.",2015-07-18
US,40512300,R2EQLR0R2GRPZ9,0449205061,437546793,Rabbit, Run,Books,5,1,1,N,N,"A Masterpiece of American Masculinity and American Repression","It took me a while to get around to writing a review of this incredible book by John Updike. Processing the intense feelings and experience I had reading this piece was difficult, as I was reading it during the two weeks or so before and after my newest baby boy was brought into this world - and in no way did I expect the book's powerful statements to knock me down and drive over me like the ka-clack of a steam engine towing a hundred cars with wheels that cut and sliced my heart.<br /><br />When I started the book I was completely uninterested. The first twenty-five pages of the action was a street pickup basketball game, but I am the type of guy that always needs to finish a book regardless of how much I hate it. Besides the needless (and frankly out-of-place) Matt Christopher opening, the book continues by delving into a desperate series of life choices that lead events that are so terribly American and so tragically male. While I almost put it down at the beginning for sheer disinterest, I am so glad I stuck with it.  It wasn't until later that the meaning and the need for the opening  became clear.<br /><br />As the young retail salesman Rabbit Angstrom travels through his life, a once popular and record breaking high school basketball star who pushes kitchen trinkets to afternoon housewives, he learns that his life has not had the amazing sparkle and energy that he thought it would. He is a father, and is expecting another child, and recognizes that his job, pay,  marriage, possessions, and family - all of the elements that make up the life of a man - leave him disaffected and dissatisfied.<br /><br />Many would likely hard time feeling bad for some of the frustrations that Angstrom has throughout the book - but there is no mistaking the feelings of boredom and isolation that resonate through Updike's pages about his protagonist as a part of the American male psyche. It gets strange, of course, as Updike (and myself) are both highly educated professionals, and we have Rabbit complaining about his life choices and situation regardless of the fact that he has done nothing more than graduate high school to further his professional and social goals... But the main undercurrent of his frustrations of &#34;is this it?,&#34; running on a hamster wheel of mediocrity, resentment, and the inability to process his sexual, social, emotional, and marital disappointments throughout one's life is almost definitively part of the American male idiom. Angstrom seems to be a secular man whose struggle with the expectations of the others around him, and in reality he is incredibly immature. But Angstrom’s immaturity arises from a grand unfulfillment based on a cistern of popularity and success that was an illusion - rising through the ranks of his high school basketball team to the siren song of the cheers and the notoriety of broken records and fame. In his small circle, Angstrom was a god, so he did not need god to supplicate his hungers and his satisfaction with his life on earth.<br /><br />The importance of his new lifestyle, his wife's life choices, and the overall binary opposite of the involvement of the family's minister and his wife highlights the importance of the themes of Updike's novel. What is good? What is satisfying? What is real and genuine, and what is the artifice of happiness that we worship behind our picket fences? Where are the true emotional, spiritual, and physical fulfillments?  Do we leave them in the halls of our high school, along with the promises of The American Dream, safety, irresponsibility, and luck?<br /><br />Updike answers this with the sugar-rimmed gun, introduced in the first act that must go off by the fifth.<br /><br />As I finished this book, I found that I had set myself up as the emotional avatar of Angstrom as a man whose dreams and needs sometimes peter into daily routines and disappointments (and who has a child and whose own wife was due to have a child any day), the shocking tragic endingturned me inside out. I was a man who picked this book up thinking that he was on keel to ride constant references to basketball, bored to death, and by the end I was destroyed at the cruelty of fate and how we all must pay some sort of price for our lust, vanity, and greed. It seems that do avoid this, one only needs to be satisfied with the miracle of being here, and that the promises of high school and a future of similarly artificial industrialized camaraderie is, for most of us, an illusion.<br /><br />Heartbreaking and true, Rabbit Run is a masterpiece of the bravado and ignorance of the loneliness of American New-Adulthood, and what happens when our social, emotional, and sexual repressions - or at least the unfulfillment of high school’s folklore of these - get the better of us.<br /><br />A beautiful masterpiece of plot, storytelling, and language.turned me inside out. I was a man who picked this book up thinking that he was on keel to ride constant references to basketball, bored to death, and by the end I was destroyed at the cruelty of fate and how we all must pay some sort of price for our lust, vanity, and greed. It seems that do avoid this, one only needs to be satisfied with the miracle of being here, and that the promises of high school and a future of similarly artificial industrialized camaraderie is, for most of us, an illusion.<br /><br />Heartbreaking and true, Rabbit Run is a masterpiece of the bravado and ignorance of the loneliness of American New-Adulthood, and what happens when our social, emotional, and sexual repressions - or at least the unfulfillment of high school’s folklore of these - get the better of us.<br /><br />A beautiful masterpiece of plot, storytelling, and language.",2015-04-10
US,44822011,R2K3D5IY1C2ER8,0449911659,437546793,Rabbit, Run,Books,5,0,0,N,Y,"Great read, already ordered the next book","Very interesting looking back on the sixties. A very interesting ending; a definite should read.",2015-03-26
US,52322417,R356NJ4K9BDHYF,0449911659,437546793,Rabbit, Run,Books,5,0,0,N,N,"This book is wonderful, oddly decadent","This book is wonderful, oddly decadent, and helps us to not feel alone in our darknesses and doubts.Set in the 60s, we follow basketball star Harry &#34;Rabbit&#34; Agnstrom as he ages and copes with his own mortality and sense of use. The first in a series, you can relax into an all-too-human tale that both invigorates and depresses. Best read when going though a life-change, but make sure you can resist the tug.",2015-02-20
US,23077975,R2XT1SJU58W6LY,0449911659,437546793,Rabbit, Run,Books,5,0,0,N,Y,"Five Stars","as promised",2015-02-16
US,52774877,R1QLS8WZMATW5M,B000HVDH7K,437546793,Rabbit, Run,Books,5,0,0,N,Y,"Five Stars","very good",2015-02-06
US,24810751,R2WBGXA3RKU3HO,0449911659,437546793,Rabbit, Run,Books,2,0,1,N,Y,"Poor Quality","book was nasty, didn't even want to touch, yellow pages, nasty cover looks like it is 100+ years old or laid in a wet basement floor and was water damaged disappointed when book was described as good condition not poor.",2015-02-03
US,16891385,R36L66SJ44KP0D,0449911659,437546793,Rabbit, Run,Books,2,0,0,N,N,"What was no longer is","John Updike was one of those writers who was made unfashionable by his prominent place in college anthologies. What was trending then and in short stories with odd pictures has been replaced by a faster society that knows more than children of the 1930s would be able to print. Rabbit, Run is always associated with basketball. What this novel produces about basketball would not fill a girl’s middle school PE class. Harry “Rabbit” Angstrom is tall, at one point in the book is described in his whiteness, and the pickup game in the beginning has none of the characteristics of current basketball and its cool points. The references to his high school prowess don’t develop his character or any reader’s interest in the sport. He could have been a rugby player for all the connections made to the storyline.<br /> After the game, the uninspired plot leads to the first episode of drifting. But it’s just Updike recreating what could have been one afternoon’s road trip across Pennsylvania or Maryland. By page 100, I was highly disappointed and bored, waiting for some element of surprise or intensity, waiting for a scene any writer could not have contrived. The book is published in 1960, so I suppose the appeal was from the “groundbreaking” taboo of a man whose mind is open to adultery and fantasy. The language and the sex will get there, and the intensity of the character’s aimlessness persists so that by page 200, coupled with the interference of a priest who could play opposite Clint Eastwood for all his own challenges, Rabbit is a dynamic character that temps me enough to want to see him succeed. Ruth, the random and ordinary call girl who took him away from “dumb” Janice, is not an opposite but just a respite. This can be tedious too. His job, at which he never works, is tedious. Even the baby talk from Nelson reminds me of writing that I have to humor, like children’s literature. Eccles’ wife is the page-turning character in the book, the real taboo. Eccles himself meddles like the overly-involved mediator from Light in August, so I feel pretty strongly that Updike was reading from Faulkner.<br /> This is a linear, one-dimensional tale that can be summed up in one paragraph. The language is not as superior as Philip Roth made it sound when he said that Updike could write the world’s most expressive sentence. John Updike was simply confident in his idea. I can imagine him pushing through page after page insisting that this is all a modern novel has to be. There is no research involved in morality.",2015-01-15
US,43606364,R1QBARF13B7YGZ,0449911659,437546793,Rabbit, Run,Books,2,1,3,N,N,"Most overrated living American author","Have only read three Updike books-- two Rabbits, one Widow. He specializes in what might be called f--k fiction. Mild for the genre but always going for the sensational, the cheap shot. If his characters are America, America is in bad trouble. Don't see the redeeming value...",2015-01-13
