US,49455074,R14XFYX6QB1V06,0440904196,798277940,Are You There God? It's Me, Margaret,Books,5,0,0,N,Y,"Five Stars","wonderful classic book",2015-01-14
US,14948128,RC63R3DYKMFEH,B007CHW6YC,798277940,Are You There God? It's Me, Margaret,Books,1,0,16,N,Y,"One Star","NOT in good condition.",2014-12-17
US,48403947,R1TK9ALXALGY2T,1439521476,798277940,Are You There God? It's Me, Margaret,Books,3,0,0,N,N,"Fitting in and standing out","Judy Blume writes wonderfully real, honest books that girls can relate to. Unlike most children's literature, Ms. Blume truly fills her stories with what young people are thinking as they start to grow up. This particular book deals with Margaret trying to find her place in a culture that's very black-and-white with regards to religion--she isn't either of the religions that are popular around her, and feels like she can't fit in partly because of that--and she experiences some inferiority with regards to other girls in her group of friends, on issues about everything from periods to boys. Unfortunately, girls today might not relate as well because the books are so dated, but they're still really well-written and readable.",2014-02-12
US,17004956,R3M1F5BVKYHR6N,0440904196,798277940,Are You There God? It's Me, Margaret,Books,4,2,2,N,Y,"For my grandaughter","Bought this for my 11 yr.old grandaughter. She loves to read-has a Kindle!-but like most kids her age,she is going through changes with her body, friends, family,etc.<br />This book is a classic and has stood the test of time. Hopefully she will get both enjoyment and wisdom out of it.",2011-07-29
US,37877884,RO5ZQMOC80SFR,0440904196,798277940,Are You There God? It's Me, Margaret,Books,4,0,0,N,N,"Wonderful then for girls and wonderful now...","I read this book as a pre-teen and really enjoyed it. I purchased it for my almost 11 year old daughter with the hopes she would enjoy it too. She did, infact we started something...each one of her friend's parents purchased the book for their daughters'within 2 weeks after she received hers!  Now she has the older and newer version.<br />I recommend this book for young girls from ages 10 to 13 and for their moms  to read if they haven't already as a young girl.<br />I actually read it again in one day :-)",2008-03-25
US,9883751,RKIHCZRYEBK49,0440904196,798277940,Are You There God? It's Me, Margaret,Books,2,1,5,N,N,"book review","This is a mass produced copy of a great book.  The content is terrific.  The quality and print of this copy is terrible. It bothers my daughter's eyes to read it.  I would return it if it wouldn't cost me half the price of the book to do so between packaging and shipping.  I will most likely donate this book to her school.  I have seen much nicer copies of this book at my local Barnes & Noble.  That is where I will go to purchase it for my daughter again.",2007-12-31
US,42148783,R26ZEUF4CNQHQ,0440904196,798277940,Are You There God? It's Me, Margaret,Books,5,1,1,N,N,"A rite of passage","It's incredible this book has stood the test of time and decades later still being sold and read. I never would have guessed when I read it 25 yrs ago it would be timeless, but I remember how it touched me and all my friends and am glad to see it is.",2007-11-01
US,15397620,R14EHUW1ZBI02M,0440904196,798277940,Are You There God? It's Me, Margaret,Books,3,3,23,N,N,"Not good for kids under 8 or 9 years old","I bought this for my six year old and want to hide it until she gets a bit older.  The characters talk about wearing bras and making out behind the A&P, etc... not appropriate for younger readers.  My six year old can read it - I just don't want her to.",2007-01-18
US,27959326,R2148OHP2L9ZHZ,0440904196,798277940,Are You There God? It's Me, Margaret,Books,5,1,3,N,Y,"Are You There God? It's Me, Margaret","I bought this as a birthday present for a 10 yr. old.  She loved it.",2007-01-09
US,43244316,R1Y59XJ0G1C7NQ,0440904196,798277940,Are You There God? It's Me, Margaret,Books,4,0,3,N,Y,"Are you there god, it's me margerette","This book was perfect for my developing teen daughter.",2006-11-05
US,50837884,R8USNLD75L9XZ,0440904196,798277940,Are You There God? It's Me, Margaret,Books,3,8,19,N,N,"Margaret Was All Right","\\""Margaret\\"" was an interesting book.  It talked about getting your first bra, your first period, and religion.  Some of it was silly.  I also think the book favored being Jewish.  The Jewish grandmother was seen as kind and caring, but the Christian grandparents were seen as annoying and bothersome.  Also a lot of the names didn't seem to fit the people being written about.  I think the book would have been better if it had been fair to both religions.  Anyway, I found it interesting.  But I do understand why it was banned in many schools and libraries.  While I don't think any book should be banned, I do think there are better books to read.  People should decide for themselves.",2006-04-02
