US,45143121,RH99AHKIS01S3,0679732764,691093854,Invisible Man,Books,5,0,0,N,Y,"GOOD ASS BOOK","Top 25 books i've ever read, i'm sure. Great narration, wonderful plot, amazing imagery. When the narrator got punched, my lip tasted iron. When the narrator was in bed with a woman, i got turned on.<br /><br />a little long, but in the best sense of the word. I miss it.",2015-08-21
US,164801,R2QRT8SRGT0VVQ,0679732764,691093854,Invisible Man,Books,5,0,0,N,Y,"Five Stars","This is an excellent book. The violence and sex content was minimum.",2015-08-18
US,7358331,R1OI8YH4Y7RNIY,0679732764,691093854,Invisible Man,Books,1,0,7,N,Y,"One Star","The book is missing 30 pages.",2015-08-17
US,33200332,R76L4IBMD8PWT,0679732764,691093854,Invisible Man,Books,5,0,0,N,Y,"... can see why this is considered one of the greatest books ever written","I can see why this is considered one of the greatest books ever written, Its a difficult read but a enjoyable challenge.",2015-08-07
US,21221082,RHN7N1VJL8B10,0679732764,691093854,Invisible Man,Books,3,0,1,N,Y,"A bit dull for my tastes","I was forced to read this book during an AP English class in high school. The book is filled with symbolism which is fine, but the author's writing just did not appeal to me. I found the book to be a bit dull overall, since I enjoy reading fantasy and action, not the problems with society and racism. It was not a bad book, but I would probably not recommend it to another person my age to casually read.",2015-07-29
US,52692557,R3BX9QTDREGNSE,B004TN6C6U,691093854,Invisible Man,Books,5,0,0,N,N,"Stunning, even after all these years.","Forget H. G. Wells.  This is an extraordinary meditation on the nature of invisibility, how one becomes invisible, what it means, and the limits of what one can do to recover some visibility, some corporeal essence, when the world around you not only does not recognize you, but cannot or will not even see you in the first place.  Yes, the novel has flaws, but the deeper truth within does not exceed one's grasp and is ultimately transcendent.  Sure, you can pick nits, but in so doing is exposed, perhaps, the effort to render the work itself invisible.  Take a chance.  Turn on all the lights using electricity stolen from ConEd and see if you can see yourself, or better yet the Other, whom you would prefer to remain an Invisible Man.",2015-07-28
US,49892945,R3JKBZW1UHJ54I,0679732764,691093854,Invisible Man,Books,5,0,0,N,Y,"Invisible man","The book arrived in good condition .",2015-07-27
US,50421547,R22JEAFXMAJIUJ,0679732764,691093854,Invisible Man,Books,5,0,0,N,Y,"Five Stars","great",2015-07-20
US,3446113,RVIJSV7PEPT79,0679732764,691093854,Invisible Man,Books,5,3,4,N,Y,"Awesome book","I was required to read this book for summer reading, along with Du Bois's &#34;The Souls of Black Folk&#34;, (I would highly recommend to read them together) and I approached it hesitatingly. It has 581 pages and I thought it would be the most boring thing I ever read, but I can't put it down. Ellison really dramatizes themes of race, identity, ambition, and probably a lot more that I haven't noticed. There is some sexual content (in chapter 1!) and the unnamed main character almost kills someone...in the prologue! I wouldn't recommend it to anyone below a high school level, but it's really a great book in my opinion. Wonderfully written, though sometimes a little long winded.",2015-07-20
US,42994391,R1NZLO0U5H3ID4,B004TN6C6U,691093854,Invisible Man,Books,4,0,0,N,Y,"Four Stars","Used for class",2015-07-15
