US,44115277,RMUC3GJWR6T75,0060935464,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"A book that can be enjoyed by all ages.","A timeless narrative involving not only the racial issues of the South, but also of a time when childhood was filled with the simple  pleasures of neighborhood friendships and families that enjoyed spending time together.",2015-08-31
US,40607459,R374JG17OXE3J5,0446310786,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"What a book!","On a scale of one to ten, this book is an eleven!  Am reading it again before I read Ms. Lee's new release.  This one should have won TWO Pulitzer Prizes!",2015-08-31
US,40416434,R1NABUG5VIUK0O,0446310786,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"Five Stars","Great Read",2015-08-31
US,20039339,R1FKBVWEOTJ58O,0060935464,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"Best","Best movie ever.",2015-08-31
US,42315542,R2EAEFBBPWQ3M3,0446310786,994527755,To Kill a Mockingbird,Books,4,0,0,N,N,"Four Stars","Avery remarkable book.",2015-08-31
US,38740848,R2POAPGCBUY5HM,0446310786,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"I love this book","This is truly an American Classic, I love this book.",2015-08-31
US,6736575,RH9YITOS5SW9O,0446310786,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"There are a few differences in the book but it's still an extremely good story. If you have never read it or ...","We all know the story from the movie with Gregory Peck.  There are a few differences in the book but it's still an extremely good story.  If you have never read it or not in a long time, read this one before you read Go Set A Watchman.  Enjoy",2015-08-31
US,44077125,R2Y1FIC8UQX1MC,0446310786,994527755,To Kill a Mockingbird,Books,5,0,0,N,N,"Five Stars","A true classic.",2015-08-30
US,12360786,R2CH3PF0N90PUO,0446310786,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"Much cheaper then a retail store","Fast shipping and the price was perfect",2015-08-30
US,49590386,RVYDIBKJ8LRFJ,0061808121,994527755,To Kill a Mockingbird,Books,5,0,0,N,Y,"You read it as a kid--now listen to it as an adult!","Can't beat a classic and Sissy Spacek as the narrator was PERFECT!",2015-08-29
