US	243851	RE76GYL8REY4D	0385474547	672855451	Things Fall Apart	Books	5	1	1	N	Y	Five Stars	The book is in perfect conditions thankyou.	2015-08-30
US	31382517	R1NRKHACQ8DCIJ	0385474547	672855451	Things Fall Apart	Books	5	0	1	N	Y	Classic	Classic.  Tells of the negative impact of white people on so many societies around the world.	2015-08-20
US	580505	RH5QYGASUETQH	0385474547	672855451	Things Fall Apart	Books	5	1	1	N	Y	Really enjoyed the characters in this novel	Thought provoking.  Really enjoyed the characters in this novel, development was excellent-loved and hated them, felt I actually knew them.	2015-08-16
US	31920444	R2Q1IJMDIK1UBB	0385474547	672855451	Things Fall Apart	Books	5	0	0	N	N	Five Stars	A brief but excellent history lesson re the ignorance of Westerners.	2015-08-14
US	33591799	R382TFJ0DIA3JO	0385474547	672855451	Things Fall Apart	Books	5	0	0	N	Y	Five Stars	Interesting!	2015-08-14
US	31314587	RHT9DB7V4ML7Y	151463869X	955788147	Things Fall Apart	Books	5	1	1	N	Y	A cracker	Great book. Living through the 80's in Dublin in many ways gave me a connection to Edinburgh during the same period.  Both cities were ravaged by drugs, particularly an influx of cheap heroin and families and communities were destroyed by the devastating effect it had on them.  Here we have a mother trying to cope with her children as the epidemic sneaks up on her and her struggle with the self-denial is at sometimes painful.  This is an excellent portrayal of people on the edge, fighting to cope with the colossal assault that addiction is on a family.  Having witnessed the effect on families in my own community at the time, I can confidently applaud the author for getting her portrayal spot on.  But leave that aside for a minute.  Was I hooked from early on, did I love the narrative and was I convinced by the dialogue and drawn in by the story as it developed.  It was a yes in every case. This is a cracking read. A well deserved 5 stars from me.	2015-08-11
US	37926103	RQA5X17E7LJGX	0385474547	672855451	Things Fall Apart	Books	5	0	0	N	Y	Informative book	Highly recommended.  I learned much about life in post-colonial Africa.	2015-08-10
US	15140026	R3GVMYBAF2CE7N	0385474547	672855451	Things Fall Apart	Books	4	0	0	N	N	The lessons in this book are so profound. It ...	The lessons in this book are so profound. It has been required reading in high schools and college, but should be required reading in middle school. Learning to be responsible for my own actions.	2015-08-09
US	15390287	R359G40GGET9YA	0385474547	672855451	Things Fall Apart	Books	5	0	1	N	Y	Five Stars	Love this book!! Must read. I've read a few time over & fall in love each time!	2015-08-09
US	11180082	R33SRC4G7Y2GC	151463869X	955788147	Things Fall Apart	Books	4	1	1	N	N	A gripping family drama	A compelling read. A gripping story of secrets and lies. It depicts the story of a mother dealing with the hardship of bringing up three children on her own. The mother, who is somewhat naive at the beginning, is soon forced to face the harsh and heart breaking reality that her teenage twins have a drug problem and she soon finds herself in a world she knew nothing about.  ‘Things Fall Apart’ is an emotional journey of self-discovery.	2015-08-06
US	136495	R1FQJF2SJ68ANN	0385474547	672855451	Things Fall Apart	Books	5	1	1	N	Y	Five Stars	It was on time no problem	2015-08-05
