US,52449705,R9PXFELTCJ2VF,0786239212,977000479,Atonement,Books,1,0,10,N,Y,"One Star","I ordered the hard copy, instead received the soft cover copy, returned unopened.",2015-08-10
US,18110865,RUTOAINIWJ3T6,B005I73J8A,977000479,Atonement,Books,4,0,0,N,Y,"Four Stars","Enjoyed this novel!",2015-08-09
US,50916953,RN1PQXXCJGZ40,B004PGR8RI,977000479,Atonement,Books,3,0,3,N,Y,"Didn't read","I didn't read it. Gave as a gift",2015-07-01
US,1500518,R38O1W6S082LF6,B004PGR8RI,977000479,Atonement,Books,5,0,0,N,Y,"Five Stars","Wonderful book and service",2015-06-14
US,19766188,R20N7ITZS8S70M,B004PGR8RI,977000479,Atonement,Books,4,0,0,N,N,"Perfection","This is an entracing story and very finely written that I was hooked on it. I had a hard time at the beginning of the story finishing the book book because it was not my normal type of read.  After I had finished i was amazed by not only the story, but the depth of how the author wrote. There was great description throughout the whole book. The emotion  and characters are very well written and the story is very complex plot. It is one of the best books i have read in this genue.<br /><br />The story starts with a young girl name Briony. She lacks sohistication and has an overactive imagination. It leads her to make a accusation that causes tragedy for everyone including her. As she gets older she tries to make adments.<br />  The story was good, but the ending lacked the happy ending we all wished to see. It could have been written alot stronger and more pages of her sister and Robbie.",2015-06-02
US,13706799,R1PXSTVDHGBMZ2,B004PGR8RI,977000479,Atonement,Books,5,0,0,N,N,"Is forgiveness possible?","Who is in need of atonement here? Who is to blame? Who is to be believed? When is imagination a truly wonderful thing- when it is found in a clever child, or later in an experienced writer? The writer Ian McEwan has you asking theses troubling  questions all through this great read.<br />I see were some of the reviews are rather detailed here!  No spoiler alerts needed in this review, I will let you enjoy this fine book for yourself. I read it in three days, and I am not a real big fiction reader.. Whether you have seen the film first or not, it does not matter. You will still enjoy this easy read that pulls you along like a train pulling out of Liverpool Station. I must say that the film was well cast for these characters.",2015-04-15
US,16092719,RAKSNH9RZI0MO,0307387151,977000479,Atonement,Books,5,0,0,N,Y,"Five Stars","Great Condition",2015-02-27
US,5991841,R3JNF41V7XODOL,B004PGR8RI,977000479,Atonement,Books,2,0,1,N,Y,"Two Stars","The way it shipped is cheap it was bend and miss",2014-11-07
US,41311916,R26JBGHEGLNG8Y,0307387151,977000479,Atonement,Books,3,0,1,N,Y,"Three Stars","great seller....<br /><br />silly book",2014-09-30
US,12081236,RL7LDDS8D9UBB,0307388840,977000479,Atonement,Books,1,0,3,N,Y,"One Star","boring book.",2014-08-19
US,50349920,R2QE9T8WQBTWE1,B004PGR8RI,977000479,Atonement,Books,3,1,1,N,N,"3 1/2 stars.  Was not entirely captivated.","3 1/2 stars. While I loved the premise and the way McEwan set the plot by describing it from the various characters' eyes, I was not entirely captivated by this book. While reading this, I kept thinking that there was a better, tighter book in there somewhere. At the end, I was let down, exasperated, disappointed, and frankly, a little angry.<br /><br />I watched the movie several years ago and let a lot of water flow in my memory before tackling the book -- wanted a clear experience of it. I remembered a very good movie. Watched it again, and was again impressed with the film. Very seldom can it be said that the film achieves a greatness inherent in a great book, but this film is much better than the book. It doesn't contain the egoic descriptions, some of them very well written, but which are just distractions. The characters are more pure, the essence of the plot refined. And the ending with Vanessa Redgrave is just masterful. Only watching the film was it apparent the necessity, the need, the striving for atonement. The book failed at the end to convey that very essential need, which is at the heart of the book",2014-08-16
US,13658254,R2QO15DPM5Z5RX,B004PGR8RI,977000479,Atonement,Books,5,0,0,N,Y,"Five Stars","Thanx",2014-08-09
US,43472215,R2B6Q5I6YZKLZI,0307387151,977000479,Atonement,Books,5,1,1,N,Y,"A great book from a great writer","I think everyone knows that Ian McEwan is an amazing writer. He paints a beautiful picture and then the war scenes pull you into another world. Anyone who loves period drama would enjoy this book. It's ten times better than the movie.",2014-03-18
US,14877962,R23SVIA9U9AA01,B007SLOX66,977000479,Atonement,Books,4,0,1,N,Y,"for my daughter","a Christmas present for my daughter but i thought i was buying a new book but it was used which was disappointing...  for myself used is ok, but for a present i wouldn't knowingly do it....",2014-01-18
US,14539068,R311RNDNY5YIW1,1492722863,708808534,Atonement,Books,5,0,0,N,N,"Atonement","It's a must read!!!  I couldn't put it down and can not wait for the next book in the series.",2013-12-17
US,11424083,R37PYX5EOATP9B,1492722863,708808534,Atonement,Books,5,0,0,N,Y,"Couldn't put it down","The characters are so engaging that you can't put it down!  You just want to keep reading to see what happens to them!  Looking forward to the other books in the series",2013-12-17
US,39404078,R34E5XEFH6PKWR,0307388840,977000479,Atonement,Books,3,0,0,N,N,"Confusing and difficult read","I don't get this book. I feel stupid for not understanding it better, but it mostly left me confused about what's real and what isn't with regards to the story itself. What did Briony make up, what did happen?<br /><br />It took me more than a year to read Atonement. I started out, got about a dozen chapters in, and just stalled. I couldn't seem to get interested in continuing. I ended up going back months later and starting from the beginning because I'd totally lost the feel of the novel by that point.<br /><br />Then I did it again. Stopped and couldn't seem to get started again. I put it down, read a dozen or so other, more light-hearted books, before picking it up again. I read a page or two (sometimes more, if the particular chapter was interesting enough), and gradually, I managed to finish it.<br /><br />Probably some of the best chapters in the entire book have to do with Robbie's military experiences and Briony's nursing training. The rest was just there to be muddled through.<br /><br />I have no desire to see the movie now because this book was just so difficult to read. I doubt I'll make the mistake of reading any of Ian McEwan's other work, seeing as how difficult it was to finish this one book.",2013-11-25
