US	42679622	R2YK9IP37H44TH	999471564X	512173793	The Power and the Glory	Books	5	0	0	N	N	A story of courage in the face of extreme hostility.	The Power and the Glory is regarded as Graham Greene’s masterpiece. The story centers on a priest in 1930’s Mexico during a period of extreme persecution of Catholics. The unnamed priest is an alcoholic who is running from the Red Shirts, a paramilitary organization that is hunting down and killing clerics. As the story unfolds we catch a glimpse of the poverty and despair that was Mexico at that time.  The Whiskey Priest wanders the countryside trying to avoid capture and death. He interacts with a small girl who, innocently, says she will help him. He interacts with a man who he believes will turn him in to the police for the reward. He is captured and put in jail on a charge of smuggling liquor, but then released. He meets a woman with a dead child and goes with her for two days to find a cemetery.  In all of these actions, and others, he is neither hero nor villain. He simply tries to survive and stay true to his beliefs in the face of extreme hostility and danger. By contrast, another priest, Father Jose, renounces his vows in order to save his life. He is in a cemetery when a couple is burying their child and they ask him to say a prayer. Father Jose refuses because he is afraid they will tell and he will be killed.  The Whiskey Priest, by contrast, prays and helps people in spite of the danger. At the end he has the chance to escape to freedom but chooses to go back to try to hear the confession of an American who was also hunted by the police. The man refuses and dies and the priest is arrested. The book proceeds to its inevitable ending.<br /><br />The Power and the Glory raises important questions about humanity and how to live one’s live. The whiskey priest is far from a hero, yet he deals with the difficulties he faces with grace and dignity. This novel is clearly a five star book.	2015-08-30
US	16217949	R2M58GCATGI611	B00122VJG4	293142718	The Power and the Glory	Books	5	0	0	N	Y	Five Stars	Great condition	2015-07-06
US	27659784	R198G2F0PXNT6Q	1441704108	512173793	The Power and the Glory	Books	1	0	6	N	Y	One Star	Pathetic quality audio. Cannot listen to it !!!	2015-02-10
US	52825207	R18U2UICUEGHGC	999471564X	512173793	The Power and the Glory	Books	5	2	2	N	N	Moral Struggle in Revolutionary Times	The Power and the Glory is a beautifully written novel produced by a master prose stylist who knows that profound insights, eternal truths, and the ambivalent nature of our moral world are best rendered accessibly, in ways that all readers can readily follow.  First published in 1940, Graham Greene's novel pits the justice sought by the Mexican Revolution against the traditional teachings of the Catholic Church.<br /><br />The Church was and remains a conservative force in the Third World and elsewhere, it's typically unspoken alliances with the forces of reactionary repression and exploitation guarantee its continued existence and largely unchallenged influence regarding political issues that can be reckoned in religious terms.  Oft-made decisions to leave worldly matters of justice, fairness, and equity to the profane political realm defined by differences in material and social power serve the status quo well.  In the meantime, the Church nominally restricts itself to the search for eternal salvation through fostering adherence to narrowly construed religious strictures governing personal morality, and the Church is rewarded accordingly.  Who knows, perhaps the Iron Curtain would still be standing if the nations of the Soviet Union had sought an accommodation with the Church.  After all, there is nothing new about ideologically contradictory alliances in pursuit of mutual survival.<br /><br />The Power and the Glory is set in the 1930's, during the long-running Mexican Revolution.  Led by Madero, Villa, Zapata and other still-revered revolutionary heroes, this was an uprising of the Left.  Its proponents were irrepressibly hostile to the traditional paternalistic and grossly inequitable organization of Mexican society. They sought equity and self-determination in the material world, a place of unspeakable poverty and suffering for all but the privileged few, priests and higher Church officials among them.<br /><br />As a result, the revolutionaries sought to abolish religious teachings and practices.  Their efforts were sometimes clumsy and of dubious value, for example requiring that all who had been priests get married, and making wine and other alcoholic beverages illegal.  So much for communion wine.  In addition, however, the Revolution was seeking to eliminate the dissolution and chemically engendered escapism that made many Mexicans unreliable compatriots.<br /><br />As portrayed in The Power and the Glory, the material aims of the Revolution were not even crudely approximated.  Too many of those who ostensibly served the Revolution did so in a perfunctory and self-serving way.  High officials in the military and the national police  were ineffectual, indifferent, and simply corrupt.<br /><br />A conspicuous exception was the young Lieutenant in Las Casas whose spit-and-polish military demeanor betokened a powerful commitment to the Revolution and its aims.  The Lieutenant's hostility to the Church was as strong as one would expect of a politically astute indigenous Mexican of Indian heritage who came of age during a time when the social and cultural wherewithal of Catholicism were in the service of the wealthy elite, completely ignoring the plight of the poor.  The Lieutenant was also, however, a man of intelligence and good judgment who understood that even his nemesis, the so-called Whiskey Priest, was not without inoffensive qualities and posed no real threat to the Revolution.<br /><br />Greene's protagonist, the otherwise unnamed Whiskey Priest, personified the evils of a religious denomination that was protected by the state.  In a perhaps exaggerated form, the Whiskey Priest represented the Catholic Church as the revolutionaries understood it:  corrupt, exploitative, hypocritical, and an enemy of the Mexican people.  The most interesting and wonderfully insightful struggle in Greene's treatment of these revolutionary times occurs within the mind, heart, and soul of the Whiskey Priest.<br /><br />Yes, he is guilty of the sins attributed to him and still more.  As a priest he was no danger to the reactionary regime served by the Church, but he also failed to meet the modestly comforting, even if ultimately self-deceiving, spiritual needs of his parishioners.  He had no political agenda, but he had gluttony, drunkenness, and sloth, and he fathered a daughter in a brief, almost accidental and seemingly passionless departure from celibacy with a peasant woman.<br /><br />Ironically, however, it is the priest's encounters with ordinary people living in poverty and without prospects that manifests his destiny.  As a priest, he has an obligation to love all members of the human race deeply, spiritually, and uniformly in a contemporary emulation of Christ himself.  However, the Whiskey Priest, as he seeks to recover his lost decency and come to terms with his vocation, realizes that he can never love anyone as much as he loves his illegitimate daughter.  Though she despises him and taunts him mercilessly, the child's welfare and happiness are of greater concern to him than anyone or anything else.<br /><br />For most of us, this would be readily understandable:  we love our children above all others.  But for a man trying to return to priestly righteousness, this is selfish and worldly, cause for continuing anguish.<br /><br />Similarly, being hunted by the police for what he is and for minor offenses such as possession of brandy, he spends a night in a crowded and unimaginably filthy Mexican jail.  In spite of the filth, stench, and undisguised carnality of the place, he feels comradeship with the other prisoners, whether they be murderers, rapists, petty offenders, or prisoners-by-mistake.  They are genuine, needful, and hostile in honest ways.  A sharp contrast to the ostentatious piety, the sterile and indifferent sanctimoniousness of officials of the Church.<br /><br />That the Church is corrupt and corrupting becomes unmistakably clear when, after he is released and seeks refuge in the north, he is asked to briefly adopt the role of a priest once again.  Almost immediately the false piety and unquestionable sense of moral rectitude return.  He again, for a day, becomes a personification of the bastion of false conservatism and ally of political reaction that was his Catholic Church.<br /><br />The Power and the Glory is a brilliant novel that raises questions and offers insights not to be found elsewhere.  Whatever his failings, the struggle of the Whiskey Priest with himself is powerfully instructive, and he is one of the most interesting protagonists to be found in 20th Century literature.ilty of the sins attributed to him and still more.  As a priest he was no danger to the reactionary regime served by the Church, but he also failed to meet the modestly comforting, even if ultimately self-deceiving, spiritual needs of his parishioners.  He had no political agenda, but he had gluttony, drunkenness, and sloth, and he fathered a daughter in a brief, almost accidental and seemingly passionless departure from celibacy with a peasant woman.<br /><br />Ironically, however, it is the priest's encounters with ordinary people living in poverty and without prospects that manifests his destiny.  As a priest, he has an obligation to love all members of the human race deeply, spiritually, and uniformly in a contemporary emulation of Christ himself.  However, the Whiskey Priest, as he seeks to recover his lost decency and come to terms with his vocation, realizes that he can never love anyone as much as he loves his illegitimate daughter.  Though she despises him and taunts him mercilessly, the child's welfare and happiness are of greater concern to him than anyone or anything else.<br /><br />For most of us, this would be readily understandable:  we love our children above all others.  But for a man trying to return to priestly righteousness, this is selfish and worldly, cause for continuing anguish.<br /><br />Similarly, being hunted by the police for what he is and for minor offenses such as possession of brandy, he spends a night in a crowded and unimaginably filthy Mexican jail.  In spite of the filth, stench, and undisguised carnality of the place, he feels comradeship with the other prisoners, whether they be murderers, rapists, petty offenders, or prisoners-by-mistake.  They are genuine, needful, and hostile in honest ways.  A sharp contrast to the ostentatious piety, the sterile and indifferent sanctimoniousness of officials of the Church.<br /><br />That the Church is corrupt and corrupting becomes unmistakably clear when, after he is released and seeksrefuge in the north, he is asked to briefly adopt the role of a priest once again.  Almost immediately the false piety and unquestionable sense of moral rectitude return.  He again, for a day, becomes a personification of the bastion of false conservatism and ally of political reaction that was his Catholic Church.<br /><br />The Power and the Glory is a brilliant novel that raises questions and offers insights not to be found elsewhere.  Whatever his failings, the struggle of the Whiskey Priest with himself is powerfully instructive, and he is one of the most interesting protagonists to be found in 20th Century literature.	2014-09-23
US	50343195	RVFQMQ6ZCOINW	9994003895	512173793	The Power and the Glory	Books	5	0	0	N	Y	The Calling	A powerful story of a man who constantly struggles with why he has been called to be a priest since his human weaknesses are so evident to himself and others, yet who moves steadily ahead despite powerful misgivings and mortal danger,	2014-07-23
US	52473152	R3CAIF0B0DYFWM	B00122VJG4	293142718	The Power and the Glory	Books	4	0	0	N	Y	well written but depressing	Graham is an excellent writer, but the story was depressing.  People were existing, caught in their existential trap with no way out.	2014-06-15
US	18881991	R2X17D6HFERYHX	999471564X	512173793	The Power and the Glory	Books	1	5	9	N	Y	Buy the work elsewhere.	This is a mass produced paper back that is so badly designed the lines nearly disappear into the binding and are very very difficult to read.	2014-05-29
US	45931231	R1Z206HO2QEZL5	B002E5PF7C	512173793	The Power and the Glory	Books	2	1	11	N	Y	Not satisfied	It took too long getting here for one.  Then it looks like it was sitting in a warehouse for a long time.  All pages are yellowed and smell moldy....	2013-09-24
US	44128019	R2ZTKMIV9I4LMX	0140017917	512173793	The Power and the Glory	Books	5	1	1	N	Y	An excellent writer	Graham Green is one of my favorite English writers. An interesting thought about the relationship between government and the representative of the church.	2012-11-18
US	13114476	R13W613S85FBPC	0373528442	542912261	The Power and the Glory	Books	5	1	1	N	N	The Power and the Glory	[[ASIN:0373528442 The Power and the Glory (Harlequin Presents Extra)]]<br /><br />THE POWER AND THE GLORY by author Kimberly Lang is an harlequin Presents release for December 2011.<br /><br />Aspyn Breedlove has come across many things as an activist but being handcuffed to the hot, gorgeous campaign manager of a Senator's election was a first!<br /><br />Brady Marshall had a strict no entanglements policy with a staff working for him. By a quirk Aspyn ends up working for Brady. Will there be an exception to Brady's rule now? Will he act on his attraction to Aspyn? What will happen when Aspyn walks away after finding out Brady committed the sin of omission by not telling the full truth about this job especially created for her?<br /><br />Aspyn does not believe in the institution of marriage, so will this be Brady's hardest campaign yet?<br /><br />THE POWER AND THE GLORY is a well written romantic tale with exceptionally drawn characters and unique absorbing plot. In Brady we find a wonderful full blooded hero and Aspyn is a beautiful warm heroine. Kimberly Lang has written a fast paced and sensual romance which will keep a reader absorbed from the first page.	2012-03-12
